"CLOSEDDATE","DESCRIPTION","CLOSED","CASE_REASON","STATUS","SUBJECT","COMPANY_NR","LCM_COMPLAINT_NUMBER","LCM_CUSTOMER_NUMBER","CREATED_IN_LCM","OWNER_LCM"
"22.04.2015","05.09.14
Accettazione
KUBE M.Cosco scrive:
""Come da nostri accordi telefonici ti invio i dati relativi al cliente SangiorgioMetalcostruzioni Sagl cliente n.1444764 di Castel San pietro,
Il cilente aveva una Local Info da rinnovare a Febbraio 2014 quando ci siamo visti, durante l'incontro gli ho proposto anche un MOF, lui ha accettato quindi sotto il rinnovo della Info ho aggiunto una posizione per il MOF.
Il problema sta nel fatto che il cliente ha pagato l'ultimo anno della Info a Gennaio 2014 per il periodo 28.01.2014 - 27.01.2015 vedi contratto n. 8450628 fattura n. 12383, ma il 21.03.2014 insieme alla fattura del MOF (cheè giusto) ha ricevuto di nuovo il pagamento della Info come se fosse un nuovo prodotto e non un rinnovo vedi contratto n. 3406550 fattura n. 40015.
Il cliente naturalmente avrebbe dovuto godere del prodotto fino a gennaio 2015 e ricevere il nuovo pagamento solo in quel momento, ti chiedo quindi come possiamo fare visto che ha pagato 590.- in più per risolvere il problema, se far parire il nuovo contratto  3406550 il 15.03.2014 cosi come è, quindi stornare la vecchia Info e trovare il modo di fargli recuperare i soldi o se invece farla ripartire a Gennaio alla scadenza della vecchia e considerarla già pagata.
Grazie per la tua attenzione.""
",1,"Contract","Closed","Vertrag",21275108,"1002892",3795648583,"22.04.2015","Giancosimo Jadanza"
"10.06.2015","Herr Schär hat sich bezüglich der RG 200000852765 von CHF 296.55 gemeldet und ist nicht einverstanden. Der KD hat keinen anderen Auftrag angegeben und er wurde vom KUBE und auch nicht von Fabian Suter über den Preis informiert. ",1,"Publication","Closed","mit MUT Kosten nicht einverstanden",21287181,"1004260",4127940851,"10.06.2015","Stefania Staropoli"
"18.05.2015","Gem Auftrag von Raffaella Rampazzo habe ich Herr Sahli kontaktiert.
er rief an weil die verschiedenen einträge nicht korrekt waren. er hat mehrmals mit A.Torres kontakt leider wurden diese nicht wunschgemäss korrigiert
",1,"Service","Closed","Einträge nicht korrekt",21289964,"1003622",3884745620,"18.05.2015","Martina Neuhaus"
"","Gemäss tel mit Herr Liechti wollte er Änderungen vornehmen im NX war hinterlegt das er betrieben wird ihm wurden die Rechnungen immer an die falsche adresse gesendet er hatte auch doppelte einträge drinn.",1,"Product","Closed","Produkt",21291101,"1001081",3476378013,"10.02.2015","Admirela Sulkovic"
"06.03.2015","02.02.2015 reçu PRIO-FALL daté du 29.01.2015, concernant les frais de publication 2013 pas encore payé.",1,"Bill","Closed","Frais de publications impayés",21293677,"1000876",3265130808,"03.02.2015","Chantal Bourdon"
"","Die Sachlage wird erneut vom Aussendienst Elisabeth Gerber zur Bearbeitung weitergeleitet. 
Die Kundin hat ein grosses Durcheinander mit den Rechnungen bekommen.",1,"Bill","Closed","Publikationsrechnung Jahr 2014",21293677,"1000996",3433663131,"06.02.2015","Adrian Utz"
"04.06.2015","03.03.2015/Annahme ESK 1:
Gemäss Tel und Brief von Herr Baumann, wurde er nicht korrekt von Kube Schnetzer informiert er
dachte wenn er im Info Text all diese Ortschaften eingibt werde er aufgefunden, dem ist aber nicht so er habe dies getestet. 
Er will diesen Vertrag nicht da er falsch informiert wurde. RG ist gesperrt. Bitte klären, merci. ",1,"Contract","Closed","Unzufrieden mit Info-Vertrags-Nr. 3600293",21294325,"1001553",3512517985,"24.02.2015","Gabriela Manser"
"","Herr Campagna meldet sich betreffend den Inserat von der Firma Radio-TV A.Bersier SA die Online erscheint. 

Wenn den Kunde unter Rubrik Radio TV im La Broye sucht, kommt auf sein Eintrag, das Inserat Online von der Firma Radio-TV A. Bersier SA.

Kunde findet dies Geschäftschädigen für seine Firma 

merci für die Abkärung 

",1,"Publication","Closed","Mit Inserat nicht einverstanden",21294765,"1002071",23772225,"16.03.2015","Julie Frei"
"15.04.2015","gem Tel. Herr Crivelli, hat die Swisscomrechnung erhalten mit den Aufnahmegebühren, die nicht von der Firma RB Treuhandgesellschaft AG sind. ",1,"Bill","Closed","Rechnungskorrektur Swisscom ",21296439,"1002656",3840428797,"15.04.2015","Simona Sammali"
"15.04.2015","gem tel mit Frau Dötsch, hat die Rechnung erhalten für die EI in der Rub.: Osteopathie. die nicht korrekt sind ",1,"Publication","Closed","Rechnung storniert ",21302902,"1002659",3563377334,"15.04.2015","Simona Sammali"
"12.05.2015","Gem Tel mit Frau Di Benedetto, hat die Publigebühren erhalten für dieses Jahr, die EI wurden anfangs April gelöscht. ",1,"Bill","Closed","Rechnung storniert",21311361,"1003447",3977113915,"12.05.2015","Simona Sammali"
"","Gem Brief von Herr Hentzen reklamiert er mehrere Anliegen gleichzeitig.
Brief ist in der Kommunikation.
Rg sind gesperrt aber es hat schon paar im inkasso.

 SUITE DU TRAITEMENT DE LA SOLUTION car plus de place dans cette fenêtre

15.05.2015, julie frei : Feedback du RL pasadas le 7.05.2015 qui a eu le client au téléphone et selon retour Julia Kolb devrait contacter le client pour toruver solution
N'ayant toujours pas de nouvelle je renvoi mail en demandant Feedback avant le 20.05.2015 afin de régler dossier avant mes vacances. 
Voir mail dans communication 

19.05.2015, julie frei Julia Kolb a répondu mais indique ne pas avoir parlé des frais de production. RL réponds en indiquant qu'il faudrait qu'elle appelle client pour lui en parler
Je relance ce jour Julia pour savoir si elle a eu le client. Julia m'indique être en séance toute la jounrée elle essayera demain
J'attends retour

20.05.2015, julie frei  toujours pas de nouvelle ce dossier sera traité à mon retour de vacances

28.05.2015, julie frei : toujours rien reçu je relance de nouveau Julia Kolb

1.06.2015, julie frei : SOLUTION 
Retour de Julia Kolb proposant d'annuler tout en rapport avec website y compris facture et sans aucun frais. 
Service externe valide je demande signature en interne

2.06.2015, julie Frei : Signature reçue. Annulation faite via kdfall 201506650
Lettre sera envoyée au client une fois feedback du RL et Julia reçU pour confirmer que c'est ok pour eux

3.06.2015, julie frei : Ok de Nuno et Julia reçue lettre envoyée 
Feedback au service externe fait et la direction puis alphapay annulée
Délai dans sap jusqu'au 30.06.2015 pour facture 181915
cas reglé
Comme ADM et RL reprendront prochainement contact avec le client pas de phase de réaction n'est prévue",1,"Service","Closed","Kd ist unzufrieden mit den Produkten/Service",21332669,"1001770",3622081256,"04.03.2015","Julie Frei"
"","gemäss call fr böll will Sie für Mut. nicht bezahlen und warum so ein Eintrag zustande kam.habe ihr gesagt sie habe anfangs jan. die bestätigung erhalten und hätte reagieren können.
Kundin möchte um Stellungnahme Fr böll 062 756 01 78

Merci und grues Kim",1,"Product","Closed","will änderungen nicht bezahlen ",21333334,"1004517",4056246493,"17.06.2015","Laura Galatioto"
"16.04.2015","14.04.2015 Auftrag von Backoffice erhalten EI zu Löschung und Gebühren. ",1,"Bill","Closed","Einträge wurden nicht gelöscht",21334857,"1002711",3846883478,"16.04.2015","Claudine Lovis"
"21.05.2015","Gem Tel mit Frau Haslerbacher, hat die Mutgebühren und Aufnahmegebühren erhalten für den selben EI, der immer noch nicht stimmt. sie hat mehrmals versucht mit Dominic Blum Kontakt aufzunehmen.
die EI sind immer noch falsch und ist unzufrieden. ",1,"Service","Closed","Rechnungskorrektur Swisscom",21336483,"1003749",3544462949,"21.05.2015","Simona Sammali"
"","Monsieur Turrian nous appel est s’énerve parce qu’il n’a toujours pas eu le contacte avec RL Samuel Beyeler. 
Il aurait appelé déjà au moins 2 fois. Aucune trace dans le système ?!

Il s’agit d’une erreur que le service externe ""Blunda Luigi"" (qui ne travaille plus chez local.ch) aurait fait. 
Il lui raconté n’importe quoi et le client n’est pas satisfait du tout.

""Le but c’est d’annulé le contrat"" – dit le client.

Monsieur Turrian ne va pas payée la facture n° 238269. J’ai bloqué celle-là avec A.
Il est atteignable sous 079 213 48 06.
",1,"Contract","Closed","Mécontent avec local.ch",21342571,"1003194",3586087088,"01.05.2015","Bastien Venturi"
"29.05.2015","Bonjour,

La cliente conteste vivement la facture reçue de Swisscom pour ses inscriptions.
Cliente à écrit à plusieurs reprises à local.ch pour contester les courriels reçus de local.ch (aperçus de contrôle emails etc. etc…) également la facture  6600822061012015 de CHF 113.40 du 04.01.2015 
correspondant au numéro d’appel 022 318 60 30.
Pour une fois les E-Mails de la cliente mon été déviés pour traitement, que j’ai répondu à la cliente selon la procédure, la cliente actuellement conteste mes emails et les prends de manière personnelle.
Les réponses transmis de mon coté au client en été polis, professionnelles et claires.
La cliente à appelé aujourd’hui le 01. Avril 2015 à costumer care le pour me menace personnellement, selon elle (cliente) dis faire un courrier directement à Edi Bähler pour les E-Mails reçus de ma part 
que vous trouverez archivés sur son dossier GV1339669.
Ce cas à été discuté avec Raffaella que par la suite ma conseiller de vous faire parvenir directement se cas. 
Je vous prie de vérifié son dossier et de faire un accord avec la cliente.
Pour plus de informations merci de me contacter directement.

Merci et bonne journée.

01.04.2015 Message de Raffaella
Petit préavis….     
Mme va écrire directement à Edi Bähler Bruno a tout noté dans sa Beschwerde / Complaint la cliente a des connaissances légales Je ne sais pas si vous voulez attendre la lettre ou si vous pensez que 
c’est mieux de contacter la cliente  
Merci et bonne journée  
Raffaella  

02.04.2015 
Annhame 09:05 non-rép.

Stufe 0





",1,"Bill","Closed","Reclamation",21343319,"1002435",3476387795,"01.04.2015","Chantal Bourdon"
"","Gem Tel mit Herr Schneebeli hat er uns mehrmals kontaktiert Betreff der Rechnung  Nr. 240440, ihm wurde versprochen das er eine korrigierte Rechnung erhält.
Der Vertrag Nr.8490414 Verzeichnisort Schaffhausen wurde per ende Mai aufgeschaltet, die Rechnung Nr.240440 wurde aber bereits im März ausgestellt.

--Der Kunde Verlangt eine neue Rechnung die ab März ausgestellt wird , ab den wo das Logo aufgeschaltet wurde.",1,"Bill","Closed","Rechnung WP ",21344084,"1004365",3580580106,"12.06.2015","Dalija von Gunten"
"","Kunde hat die Abschlussrechnung erhalten, da er Geschäftsaufgabe hat und das Land per Ende Juni verlässt. 
Er ist damit nicht zufrieden und möchte die Rechnung nicht bezahlen. 
Ihm wurde klar vom KUBE Herr Hotic mitgeteilt, dass wenn er das Land verlässt, keine Kosten mehr folgen werden. ",1,"Bill","Closed","Abschlussrechnung WP",21356270,"1004067",4049263582,"02.06.2015","Mona Trindler"
"","gem: tel mit KD will er keine Ei unter der RU er habe das auch nicht bestellt und wolle die sofortige Löschung des Ei so wie eine Gutschrift für den Betrag von 39.80.",1,"Bill","Closed","Produkt",21360195,"1001056",3500206900,"10.02.2015","Paloma Escurriola"
"05.05.2015","Kunde ruft an betreffend MUT gebühren CHF 60.00. Man habe ihm nicht gesagt er müsse um auch fax zu löschen MUT zahlen.",1,"Bill","Closed","Kunde mit MUT Gebühren nicht einverstanden",21360373,"1003261",3439836002,"05.05.2015","Giovanna Rakoczi"
"05.06.2015","Gem Tel Monsieur Unverricht hat er zwei RGen erhalten für das gleiche produkt. Er findet das die Verträge doppelt laufen und eigentlich der neue VT erst bei beendung der alten VT starten sollte. Die Zahlungen im SAP sind vorerst gestoppt bis zur abklärung.
Er hat versucht den ADM mehrere male zu erreichen zur abklärung jedoch nie erreicht.",1,"Service","Closed","WP Verträge laufen doppelt",21360755,"1002415",3265127038,"02.04.2015","Julie Frei"
"28.05.2015","Kunde schreibt uns betreffend RG man habe ihm gesagt er müsse diese nicht bezahlen da man neue EI erstellt hat auf neue Nummer 052 682 22 30. Konnte nicht ausfindig machen wer ihm das gesagt hat.",1,"Bill","Closed","Kunde will Rechnung nicht zahlen",21362452,"1003881",4056034332,"28.05.2015","Giovanna Rakoczi"
"14.04.2015","Gem Tel Herr Rainmann ist er genervt weil sich immer wieder ADM bei ihm melden und er schon mehrere Male gesagt hat das er kein Produkt möchte von uns trotzdem meldet sich immer wieder jemand von uns. Er möchte keinen anruf mehr erhalten von uns.Er hat gesagt das er wegen den anrufen am liebsten alles von local.ch löschen möchte.Er bittet darum das ihn niemand kontaktiert. Er wird sich selber melden wenn er interesse hat an einem Produkt.",1,"Service","Closed","Kein ADM kontakt erwünscht",21364256,"1002602",3814727609,"10.04.2015","Evelyn Frieden"
"","complaint 1000227405 
Hallo Zusammen , Ich hatte Herrn Affolter am Telefon. 
Er will das man ihm schriftlich mit genauen Daten, Angaben auskunft gibt, betreffend anzeige Display. 
Es erscheint immer Gemeinnütziger Verein, anstatt Affolter.... Affolter wäre ja der erste BUchstabe also kanns nicht am Alphabet liegen... 
habe ihm auch den Satz ""Ihr Eintrag/Einträge sind bei local.ch richtig und entsprechen Ihrem Wunsch. Durch die neuen Möglichkeiten bei den VOIP (All IP) Telefonen, kann es leider zu fehlerhaften und/oder unvollständigen Anzeigen führen. Local.ch bemüht sich mit den Telekomanbietern eine kundenfreundliche Lösung zu finden. Leider benötigendie Telekomanbieter für diese Ergänzung/Anpassung noch Zeit.""   vorgelesen... 
kann er nicht mehr akzeptieren da man diesen Satz bereits vor 3 Monaten auch vorlies... 
Bitte bearbeiten und Danke fürs Feedback. Valerie Steiner 


Annahme: réponse par mail,.
Stufe 0
",1,"Publication","Closed","Affichage Display incorrect ",21368025,"1004759",4204671267,"25.06.2015","Chantal Bourdon"
"04.06.2015","gem tel mit frau suter will sie die rg von swisscom mit unseren publikationsgebühren 79.60 nicht bezahlen
sie meint, sie wollte die einträge niemals, diese bestehen jedoch seit 2004.
kundin hat mir gedroht mit dem anwalt

",1,"Service","Closed","will rg nicht bezahlen ",21368729,"1004116",4095426208,"04.06.2015","Luana Marchi"
"19.05.2015","
Auftrag von BO erhalten: Kunde hat sich innerhalb 14 Tage gemeldet
Infolge Rückstand bei BO wurde 1 ZE zu spät gelöscht und somit die
Gebühren wurden übermittelt. ",1,"Bill","Closed","1 ZE zu spät gelöscht",21384505,"1003664",4004124780,"19.05.2015","Claudine Lovis"
"25.03.2015","19.03.2015 E-Mail von Frau Fischer Rosmarie an Adrian Utz betreffend Eintragsmutation gesendet. 
",1,"Publication","Closed","Einträge falsch erfasst",21396452,"1002303",3730483623,"25.03.2015","Claudine Lovis"
"12.02.2015","siehe email",1,"Bill","Closed","Rg nicht zahlen",21396800,"1001198",3512522844,"12.02.2015","Martina Neuhaus"
"24.04.2015","24.04.2015 / Annahme ESK1 / Reto Z.

Falleröffnung Customer Care 09.03.2015:
Gem Tel. mit Kundin ist der abgeschlossene Vertrag von einer nich unterschriftsberechtigten Person Unterzeichnet worden, die Unerschriftsberächtigte Person wäre nur Dubler Fabio und sonst niemand, der KD ist sogar berei die Rechnung für dieses Jahr noch zu Bezahlen.
will aber das das letzte Jahr keine Rechnung mehr erhalten und den Vertrag auflösen.
Falls noch unterlagen benötigt werden bittet der KD Frau Imonendorf zu kontaktiren.
",1,"Contract","Closed","Nicht Unterschriftsberechtigte Person",21405530,"1001907",3652366661,"09.03.2015","Reto Zimmermann"
"13.03.2015","Gemäss Tel Frau Bangarter hat sie im Dezember 2013 angerufen um Fax zu löschen. Hat danach nicht mehr kontrolliert ob diese tatsächlich gelöscht wurden. Ist nicht einverstanden die Folgezeilen für den Fax zu zahlen (in allen Einträgen). Dazu hat sie noch gefragt ob EI 2 ganz gelöscht werden kann. Sagt sie habe damit gerechnet dass wir unsere arbeit machen. ",1,"Publication","Closed","Falsch Verrechnung Publigebühren ",21407872,"1002034",3676232504,"13.03.2015","Jasmin Eltrich"
"","gem. tel. mit frau Metzler beklagt  Sie sich über den KUBE Rene Fischer er habe ihr versprochen das wenn sie den local l Link abschliessen werde, sie Auutomatisch auch in Sursee unter den ersten 3 Auffindbar ist.
FRau Metzler ist aber weder in Sursee Eingetragen noch kommt Sie unter den ersten 3 in Sursee. Sie sagt wenn das nicht der fall ist  möchte sie den Vertrag nicht weil es ihr nichts bringt wenn sie dort nicht erscheint.
Sie wird den Betrag nicht bezahlen, und möchte eine klärung der Situation.
KD Nummer : 616 76 48
Vertragsnummer 3600494

Frau Metzler ist unter 041 361 06 76 erreichbar.
",1,"Contract","Closed","Falsche versprechungen gemacht",21414670,"1003482",3977127574,"12.05.2015","Dominic Blum"
"","Herr Fink hat mich Kontaktiert.
Er ist der Hauswart des Gebäudes Ifangstrasse 12.
Er hat bemerkt das sich 2 Taxiunternehmen mit der Adresse des Gebäudes Ifangstrasse 12 und 12c auf Local.ch eingetragen haben.
Die Taxiunternehmen sind aber in diesem Gebäude nicht bekannt, Sie exisiteren nicht an dieser Adresse.
Herr Fink wollte beide Taxiunternehmen zu Rede stellen und hat diese Kontaktiert, er wurde herablassend behandelt und man legte Ihm auf.
Er möchte das diese Taxiunternehmen und somit die Einträge an der Falschen Adresse verschwinden.
Er ist erreichbar unter 079 468 27 30.

Betrifft:

Schwerzenbach Taxi
Ifangstrasse 12b, 8603 Schwerzenbach
Telefon 044 826 29 00 

TOP-TAXI
Ifangstrasse 12a, 8603 Schwerzenbach
Telefon *044 548 99 99 ",1,"Product","Closed","Top Taxi und Schwerzenbach Tax EIngetragen mit Falscher Adresse",21423216,"1002076",3699178788,"17.03.2015","Adrian Utz"
